Outcome Measure ID,Drug Group,Animal,Sex,Type of Ischaemia,Anaesthetic ID,Method of Induction of Injury,Method of Quantification of Injury,Ventiliation,Route of Drug Delivery,Comorbidity,Cotreatment in both Groups,Cotreatment in Treatment Group Only,Peer Review Publication,Control of Temperature,Monitoring of Physiological Variables,Random Allocation to Group,Blinded Induction of Ischaemia,Blinded Assessment of Outcome,Anaesthetic without marked intrinsic neuroprotective activity,Use of Comorbid Animals,Sample Size Calculation,Compliance with Animal Welfare Regulations,Statement of Potential Conflicts of Interest,Time of Administration (mins),Time of Assessment (hrs),yi,si,yi.smd,si.smd
3406,#Deleted,Rat,Female,Permanent,1,8,1,Unknown,SubCut,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,360,24,34.375,38.91472046,0.612355653,0.798541
3407,#Deleted,Rat,Both,Temporary,5,1,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,24,58.5492228,11.2089677,2.237283804,0.596519555
3408,NOS Inhibitor,Rat,Male,Temporary,3,17,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-4320,24,3.524229075,6.607929515,0.284233979,0.581674355
3410,NOS Inhibitor,Rat,Male,Permanent,1,5,1,Unknown,Oral,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-60480,1104,0,29.51334007,0,0.570087713
3411,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,24,18.43003413,9.258789981,1.150210369,0.773523589
3412,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,24,10.23890785,9.85880961,0.647260193,0.79448674
3413,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,24,14.47811448,5.217031107,1.941069529,0.851569854
3414,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,180,24,14.14141414,5.923840631,1.263599641,0.737220675
3415,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,24,20.87542088,5.364360583,2.692007868,1.102768093
3416,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,180,24,13.54581673,4.454839884,1.540176655,0.828958824
3418,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,360,24,15.93625498,4.410397155,2.039865219,0.948242139
3419,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,540,24,12.74900398,4.798570254,1.215614263,0.795836968
3420,NOS Inhibitor,Rat,Male,Temporary,3,1,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,720,24,0.398406375,4.455183202,0.043443118,0.731747835
3421,NOS Inhibitor,Rat,Male,Permanent,1,16,16,Unknown,IArterial,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5,24,-23.28767123,7.993507469,-1.494102333,1.015408035
3422,NOS Inhibitor,Rat,Male,Permanent,1,16,16,Unknown,IArterial,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,120,24,4.566210046,43.62105021,0.178059069,0.861542804
3423,NOS Inhibitor,Rat,Male,Permanent,1,16,16,Unknown,IArterial,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,180,24,11.41552511,43.67932564,0.522123501,0.829988786
3424,NOS Inhibitor,Rat,Male,Permanent,1,16,16,Unknown,IArterial,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,360,24,6.392694064,43.5998344,0.291963154,0.838906677
3425,NOS Inhibitor,Rat,Male,Permanent,1,265,1,Mechanical,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,24,25.9375,10.03566024,1.221282394,0.573994632
3426,NOS Inhibitor,Rat,Male,Permanent,1,265,1,Mechanical,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,24,27.8125,9.796082312,1.399547958,0.60958122
3427,NOS Inhibitor,Rat,Male,Permanent,1,5,1,Unknown,Oral,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-20160,432,-15.78947368,29.51334007,-0.266973195,0.560939917
3429,NOS Inhibitor,Rat,Male,Permanent,1,17,6,Spontaneous,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,18,22.7154047,12.01307269,1.02023539,0.780216161
3431,NOS Inhibitor,Rat,Male,Permanent,1,17,6,Spontaneous,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,18,6.266318538,10.94898008,0.329035602,0.712774442
3434,NOS Inhibitor,Rat,Male,Permanent,1,17,6,Spontaneous,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,18,23.75979112,11.1405134,1.38179374,0.911687721
3436,NOS Inhibitor,Rat,Male,Temporary,1,17,16,Spontaneous,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1440,96,20.58823529,7.376826238,1.46764827,0.57037037
3437,NOS Inhibitor,Rat,Male,Permanent,1,16,16,Unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,24,2.392344498,7.788909376,0.159091787,0.557602564
3438,NOS Inhibitor,Rat,Male,Permanent,1,16,16,Unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,48,3.196347032,5.953609502,0.249989528,0.5429298
3439,NOS Inhibitor,Rat,Male,Permanent,1,16,16,Unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,48,12.03703704,8.893228108,0.759350432,0.638359841
3440,NOS Inhibitor,Rat,Male,Permanent,1,16,16,Unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,48,20,7.824246709,1.521054239,0.823782249
3441,NOS Inhibitor,Rat,Male,Temporary,1,17,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,72,65.53672316,7.54427704,5.108752374,1.603146422
3442,NOS Inhibitor,Rat,Both,Permanent,18,7,2,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,120,72,89.0625,4.878205947,7.116844688,1.03361125
3445,Estrogens,Rat,Female,Temporary,1,10,1,Mechanical,SubCut,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-30240,0.5,5.882352941,9.342358998,0.297649519,0.503659709
3446,Estrogens,Rat,Female,Temporary,1,10,1,Mechanical,SubCut,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-30240,0.5,-1.162790698,13.28403203,-0.041379219,0.500070983
3448,NOS Inhibitor,Rat,Male,Temporary,1,17,4,Mechanical,IPeritoneal,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-1,24,93.21373271,4.723926382,17.0297047,4.293622185
3449,#Deleted,Rat,Male,Permanent,22,5,1,Mechanical,Unknown,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-10,4,30,11,1.77413105,1.230433362
3450,#Deleted,Rat,Male,Permanent,22,5,1,Mechanical,Unknown,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,4,61,8.717797887,7.043673284,3.576600509
3458,NOS Inhibitor,Rat,Male,Permanent,1,16,16,unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1440,96,38.74,10.33790114,1.303491555,0.839094256
3459,NOS Inhibitor,Rat,Male,Permanent,1,16,16,unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1440,96,53.67,10.54142915,1.888680239,0.960826695
3460,NOS Inhibitor,Rat,Male,Permanent,1,16,16,unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1440,96,69.2,50.63352328,0.595184381,0.835437424
3461,NOS Inhibitor,Rat,Male,Permanent,1,16,16,unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1440,96,73.7,25.6373302,1.066402185,0.833296975
3462,NOS Inhibitor,Rat,Male,Temporary,3,1,1,Spontaneous,SubCut,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1080,72,19.55555556,6.178417233,1.355684052,0.507167778
3463,NOS Donors,Rat,Male,Permanent,6,3,2,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1440,1008,4.773996953,20.91503354,0.260384729,1.012092001
3464,NOS Donors,Rat,Male,Permanent,6,3,2,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1440,1008,14.29659726,23.52108577,0.438267078,1.033889512
3465,NOS Donors,Rat,Male,Temporary,1,17,1,Spontaneous,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5,24,13.60851064,9.445155378,0.646715867,0.463725583
3466,#Deleted,Mouse,Female,Permanent,3,17,2,Unknown,SubCut,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-10080,24,58.38983051,10.02856551,2.523505428,0.719711625
3470,#Deleted,Rat,Male,Temporary,1,17,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,22,40.59405941,9.600866105,1.903102259,0.576661573
3471,#Deleted,Rat,Male,Temporary,1,17,1,Mechanical,SubCut,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-10080,22,63.36633663,9.243781269,3.3625868,0.822036153
3472,#Deleted,Rat,Male,Temporary,1,17,1,Mechanical,SubCut,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-10080,22,54.45544554,9.068481746,2.909495831,0.71220677
3473,#Deleted,Rat,Male,Temporary,1,17,1,Mechanical,SubCut,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-12960,22,68.89820359,5.254633811,5.370540792,0.996673855
3474,#Deleted,Rat,Male,Temporary,1,17,1,Mechanical,SubCut,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-12960,22,81.00598802,5.204443141,6.78462423,1.270867187
3475,#Deleted,Rat,Both,Temporary,1,17,1,Mechanical,SubCut,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-12240,22,11.26987785,10.66741108,0.365367511,0.362813017
3476,#Deleted,Rat,Both,Temporary,1,17,1,Mechanical,SubCut,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-12240,22,59.91609458,10.44703139,2.104574739,0.484667674
3481,Antibiotic,Rat,Male,Temporary,1,13,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-60,504,8.333333333,24.90262865,0.180794604,0.606004276
3482,Antibiotic,Rat,Male,Temporary,1,13,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,360,504,-34.52380952,34.09005015,-0.457889945,0.599557257
3483,Antibiotic,Rat,Male,Temporary,1,13,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-60,504,45.35519126,8.886667733,2.647148932,0.9102371
3484,Antibiotic,Rat,Male,Temporary,1,13,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,360,504,38.52459016,7.866237844,2.593507463,0.860297893
3516,Transgenics,Mouse,Unknown,Thrombotic,119,271,4,Unknown,IPeritoneal,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-30,72,3.571428571,5.050762723,0.376844576,0.584929911
3562,Transgenics,Mouse,Male,Permanent,2,270,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,48,14.12825651,8.163104714,0.922381259,0.621378866
3563,Transgenics,Mouse,Male,Permanent,2,270,1,Unknown,IPeritoneal,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,48,-4.755944931,10.06634466,-0.251792209,0.580746324
3687,Transgenics,Mouse,Male,Temporary,1,270,1,Unknown,IVenous,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,23.5,50.01602051,15.9274613,1.484476184,0.58426257
3745,Transgenics,Mouse,Male,Permanent,68,5,4,Spontaneous,IPeritoneal,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-720,72,-80.93587522,38.42497194,-1.203244379,0.720732406
3746,Transgenics,Mouse,Male,Permanent,68,5,4,Spontaneous,IPeritoneal,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-720,72,9.267059815,18.12415159,0.292085914,0.637996179
3869,Thrombolytic,Mouse,Male,Temporary,1,17,3,Unknown,IVenous,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,90,24,-36.84210526,12.01145959,-1.634654298,0.706467289
3870,Nootropic,Rat,Male,Permanent,1,5,23,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,12,73.62637363,21.97802198,1.434862775,0.513904764
3890,MK801,Rat,Male,Permanent,1,17,11,Mechanical,SubCut,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10,6,21.875,14.10701553,0.682414088,0.475996043
3891,MK801,Rat,Male,Permanent,5,17,11,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,5,18.29268293,9.485578772,1.027757934,0.631553468
3908,MK801,Rat,Male,Permanent,22,5,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-75,2,60.78431373,33.0049181,1.905188773,1.277108409
3909,MK801,Rat,Male,Permanent,22,5,1,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-75,2,34.64052288,36.24358335,0.761526481,0.943799718
3910,MK801,Rat,Male,Permanent,22,5,1,Mechanical,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,2,61.76470588,29.41176471,1.252198067,1.257212203
3911,MK801,Rat,Male,Permanent,22,5,1,Mechanical,ICerebVentricular,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,2,26.47058824,33.27561323,0.409090909,1.152797126
3912,MK801,Rat,Male,Permanent,22,5,1,Mechanical,ICerebVentricular,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,2,44.11764706,26.30668209,1.363636364,1.45846652
3913,MK801,Rat,Male,Permanent,22,5,1,Mechanical,ICerebVentricular,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-20,2,61.76470588,27.74700333,1.527272727,1.533057431
3918,MK801,Rat,Male,Temporary,1,23,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,4,29.91689751,8.50420024,1.940573775,0.685744358
3919,MK801,Rat,Male,Permanent,2,5,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,12.28725942,6.326070699,0.831929546,0.470688361
3920,MK801,Rat,Male,Permanent,2,5,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,43.75265618,4.417539177,4.242184725,0.871939252
3921,MK801,Rat,Male,Permanent,2,5,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,26.15427535,8.28492881,1.352133187,0.506872573
3922,MK801,Rat,Male,Permanent,1,5,2,Mechanical,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,30,24,23.59690696,17.16469489,0.473789058,0.359165602
3931,MK801,Rat,Male,Permanent,2,17,11,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,30,48,65.16607546,16.70120085,1.952516284,0.689342733
3934,MK801,Rat,Male,Not Known,26,27,11,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-5,96,30.51888939,10.28053313,1.385902083,0.556458213
3969,MK801,Cat,Both,Permanent,14,5,11,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-30,6,50.4178273,18.39547002,1.230488846,0.525420366
3971,MK801,Cat,Unknown,Permanent,14,5,11,Mechanical,IVenous,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,120,6,51.27400295,33.46225852,0.742949515,0.541119912
3972,MK801,Rat,Male,Permanent,1,5,11,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-30,3,32.28346457,9.114832207,2.360925762,1.025079311
3973,MK801,Rat,Male,Permanent,1,5,11,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,30,3,40.94488189,9.546736735,2.470893551,0.943780206
3980,MK801,Rat,Male,Temporary,2,17,11,Mechanical,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,168,45.05494505,9.622794982,1.526019697,0.383965514
3999,MK801,Rat,Male,Thrombotic,1,2,2,Mechanical,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,72,43.75,18.87975933,1.323755985,0.737957774
4001,MK801,Rat,Male,Thrombotic,1,2,2,Mechanical,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-30,72,-5.952380952,20.79503282,-0.135313699,0.500758537
4002,MK801,Rat,Male,Thrombotic,1,2,2,Mechanical,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-30,72,-13.79310345,36.79371401,-0.186139598,0.519060214
4003,MK801,Rat,Male,Thrombotic,1,2,2,Mechanical,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-30,72,3.703703704,26.40648103,0.074748584,0.577650364
4252,MK801,Rat,Male,Thrombotic,4,13,16,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,-30,72,49.33333333,17.07499797,1.365810536,0.572136261
4253,MK801,Rat,Male,Thrombotic,4,13,16,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,72,33.33333333,15.35762402,1.026042553,0.541891967
4273,Anti-oxidant,Rat,Male,Temporary,1,17,12,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,180,6,3.424657534,26.64198677,0.068505873,0.577602342
4274,Anti-oxidant,Rat,Male,Temporary,1,17,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,125,48,72.72727273,11.50584419,3.427500948,1.177265485
4275,Anti-oxidant,Rat,Male,Permanent,1,1,2,Unknown,IVenous,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,5,24,11.46131805,7.946835274,0.743845846,0.581903292
4276,Anti-oxidant,Rat,Male,Temporary,1,17,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,180,50,51.54061625,21.09250207,1.152174586,0.717479791
4277,Anti-oxidant,Mouse,Male,Permanent,6,5,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,48,17.59259259,15.24617944,0.577417065,0.549804859
4279,Anti-oxidant,Marmoset,Unknown,Permanent,30,5,3,Unknown,IVenous,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,240,48,4.210526316,10.52631579,0.167849022,0.429084286
4282,Anti-oxidant,Rat,Male,Temporary,1,17,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,145,48,17.5,29.67415636,0.278785593,0.503211964
4283,Anti-oxidant,Rat,Male,Permanent,1,17,1,Unknown,SubCut,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5,24,22.79411765,18.77521373,0.623127225,0.727228856
4284,Anti-oxidant,Marmoset,Unknown,Permanent,30,5,3,Unknown,SubCut,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5,3360,51.24293785,12.19244732,2.417102374,0.883421321
4286,Anti-oxidant,Rat,Male,Temporary,1,17,12,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,180,26,37.23404255,17.46251383,1.147761293,0.618243944
4287,Anti-oxidant,Rat,Male,Temporary,1,17,12,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,180,50,48.64048338,12.82476452,1.82313225,0.702109036
