Outcome Measure ID,Drug Group,Animal,Sex,Type of Ischaemia,Anaesthetic ID,Method of Induction of Injury,Method of Quantification of Injury,Ventiliation,Route of Drug Delivery,Comorbidity,Cotreatment in both Groups,Cotreatment in Treatment Group Only,Peer Review Publication,Control of Temperature,Monitoring of Physiological Variables,Random Allocation to Group,Blinded Induction of Ischaemia,Blinded Assessment of Outcome,Anaesthetic without marked intrinsic neuroprotective activity,Use of Comorbid Animals,Sample Size Calculation,Compliance with Animal Welfare Regulations,Statement of Potential Conflicts of Interest,Time of Administration (mins),Time of Assessment (hrs),yi,si,yi.smd,si.smd
66,Nootropic,Rat,Male,Permanent,2,17,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,24,6.666666667,13.95636387,0.190418799,0.578409443
67,Nootropic,Rat,Male,Permanent,2,17,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,24,25,13.49097934,0.887485269,0.627699277
68,Nootropic,Rat,Male,Permanent,2,17,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,24,17.91666667,12.09003645,0.759248475,0.593965592
69,Nootropic,Rat,Male,Permanent,2,17,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,24,29.58333333,12.43222366,1.333585582,0.676248063
70,Nootropic,Rat,Male,Permanent,4,5,2,Unknown,IPeritoneal,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,720,336,-7.014388489,11.72367693,-0.256898663,0.711703193
71,Nootropic,Rat,Male,Permanent,4,5,2,Unknown,IPeritoneal,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,720,336,0.959232614,8.633361164,0.043798649,0.690180233
72,Nootropic,Rat,Male,Permanent,3,5,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,360,24,-5.263157895,21.12560452,-0.124668878,0.535244586
73,Nootropic,Rat,Male,Permanent,3,5,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,360,24,50.72463768,15.67630989,1.724457041,0.719589653
74,Nootropic,Rat,Male,Permanent,3,5,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,360,24,47.43589744,22.05724427,1.016638441,0.541156619
75,Nootropic,Rat,Male,Permanent,3,5,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,360,24,51.80722892,14.70669351,1.877381733,0.742952643
76,Nootropic,Rat,Male,Permanent,3,5,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,360,48,47.2972973,17.61946596,1.430608661,0.678451312
77,Nootropic,Rat,Male,Permanent,3,5,1,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,360,168,54.76190476,6.941609399,4.204318798,1.195774972
78,Nootropic,Rat,Male,Not Known,3,2,6,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,216,80,33.9411255,1.058201058,0.511902372
79,Nootropic,Rat,Male,Not Known,3,2,6,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,216,152.9411765,37.20326659,1.46054014,0.417446437
80,Nootropic,Rat,Male,Not Known,3,2,5,Unknown,IVenous,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,216,51.12903226,20.07789203,1.274295809,0.605327624
81,Anti-Inflammatory,Rat,Unknown,Permanent,2,17,1,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-7200,23,63.49206349,20.75919031,1.629995096,0.705799151
83,Anti-Inflammatory,Mouse,Male,Temporary,1,17,3,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,24,33.33333333,15.05846505,0.994789102,0.450425736
86,Anti-Inflammatory,Mouse,Male,Temporary,1,17,3,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,24,58.82352941,22.89048483,1.285928684,0.606549083
87,Anti-Inflammatory,Rat,Male,Permanent,5,17,2,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,24,41,23.59777843,0.931003171,0.654257155
88,Anti-Inflammatory,Rat,Male,Permanent,5,17,2,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,168,64.28571429,19.23213015,1.781411907,0.728145683
90,Anti-Inflammatory,Mouse,Male,Temporary,2,17,2,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-7200,24,40,13.59432071,1.472391414,0.627267573
91,Anti-Inflammatory,Mouse,Male,Temporary,1,17,3,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,24,50.5,14.46389155,1.650505135,0.60244689
92,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,24,8.90475549,18.05620742,0.18580701,0.389566831
93,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-30,24,50.29515939,16.79869249,1.18014431,0.448754987
94,Anti-Inflammatory,Rat,Male,Temporary,1,17,3,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,24,58.33333333,13.88888889,2.238342582,0.802582326
95,Anti-Inflammatory,Rat,Male,Temporary,1,17,3,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,48,51.66666667,20.0693243,1.071012823,0.473843587
97,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-30,24,71.94752775,16.78491526,2.234263346,0.702518483
98,Anti-Inflammatory,Rat,Male,Permanent,5,17,2,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,168,-67.38035264,30.89397807,-1.243719607,0.776433932
101,Antioxidant,Rat,Male,Permanent,1,7,2,Unknown,IVenous,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,15,53,19.14600551,6.260781365,1.629772209,0.70576722
102,Antioxidant,Rat,Unknown,Permanent,1,7,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-30,48,7.469654528,18.60368753,0.201485285,0.518024869
103,Antioxidant,Rat,Unknown,Permanent,1,7,3,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-30,48,25.67693744,18.23928014,0.718296061,0.536709974
104,Antioxidant,Rabbit,Both,Thrombotic,5,7,1,Mechanical,IVenous,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,210,8,0.795228628,27.26268865,0.013789038,0.500007883
105,Antioxidant,Rat,Male,Permanent,1,18,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,72,-28.57142857,31.94382825,-0.429967732,0.481221783
106,Antioxidant,Rat,Male,Permanent,1,18,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,10,72,-5.555555556,15.71348403,-0.157639217,0.475272256
107,Antioxidant,Rat,Male,Permanent,4,7,2,Unknown,IVenous,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,36,41.29353234,19.88183204,1.03931317,0.582581119
108,Antioxidant,Rabbit,Unknown,Permanent,14,16,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15,72,37.81512605,5.626697318,3.581700482,1.062615099
109,Antioxidant,Rabbit,Unknown,Permanent,14,16,2,Mechanical,IVenous,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15,72,49.12280702,4.817911419,5.433774747,1.47138212
110,Antioxidant,Rabbit,Unknown,Permanent,14,16,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15,72,38.70967742,20.90646166,0.986770783,0.627485129
111,Antioxidant,Rabbit,Unknown,Permanent,14,16,2,Mechanical,IVenous,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15,72,50,18.16704893,1.466772926,0.683224917
114,Antioxidant,Rat,Male,Permanent,1,107,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,24,10.67961165,12.73289034,0.484336469,0.770179173
115,Antioxidant,Rat,Male,Permanent,1,107,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,24,25.24271845,13.34730785,1.029672417,0.818363566
116,Antioxidant,Rat,Male,Permanent,1,107,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,24,33.00970874,12.73289034,1.497039996,0.882721359
117,Antioxidant,Rat,Male,Permanent,1,107,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,24,3.703703704,22.22222222,0.112648235,0.756706673
118,Antioxidant,Rat,Male,Permanent,1,107,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,24,29.62962963,22.22222222,0.901185881,0.804188597
119,Antioxidant,Rat,Male,Permanent,1,107,1,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,24,37.03703704,22.22222222,1.126482351,0.830102605
120,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-15,168,47.80701754,10.17369498,2.012697466,0.571068537
121,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-15,168,-58.99470899,22.48428246,-1.123827338,0.489204372
122,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-15,168,47.56838906,13.08977426,1.556509762,0.524811614
123,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-15,168,45.03042596,12.84425801,1.501628824,0.519809607
124,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-15,168,66.66666667,30.67391219,0.930904507,0.47642371
125,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-15,168,83.33333333,47.37556801,0.753407407,0.466553256
126,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-20,168,56.12535613,8.951945964,2.685389086,0.651545594
127,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-20,168,38.996139,18.04910905,0.925404065,0.476089976
128,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-20,168,66.66666667,29.03254878,0.983533458,0.479704469
129,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-20,168,100,66.40783086,0.644980028,0.461466584
130,Antioxidant,Rat,Male,Permanent,1,17,1,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,6,50.41350402,11.84913715,1.822324525,0.550807928
131,Antioxidant,Rat,Male,Permanent,1,17,1,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,168,66.37168142,4.074736492,6.148749737,0.946830995
132,Antioxidant,Rat,Male,Permanent,1,17,1,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-30,168,68,4.850712501,4.99884139,0.800455243
133,Antioxidant,Cat,Female,Temporary,1,1,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,270,7.283057851,44.34418124,0.093707823,0.630347773
134,Antioxidant,Cat,Female,Temporary,1,1,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,70,270,-42.71694215,40.31418094,-0.741687863,0.654948439
135,Antioxidant,Rat,Male,Thrombotic,4,2,4,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,24,23.25581395,5.200158087,2.554708372,0.968758471
136,Antioxidant,Rabbit,Both,Thrombotic,5,7,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-30,4,58.88888889,25.14157444,1.044359812,0.513601881
137,Antioxidant,Rat,Male,Temporary,1,7,2,Unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,360,24,18.96551724,9.633939433,0.985102852,0.577880849
138,Antioxidant,Rat,Male,Temporary,1,7,2,Unknown,IPeritoneal,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,-15,24,14.28571429,6.12244898,1.055129453,0.547836558
139,Antioxidant,Rat,Male,Temporary,1,7,2,Unknown,IVenous,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,24,7.511737089,9.506317714,0.42111947,0.58680037
140,Antioxidant,Rat,Male,Temporary,1,7,2,Unknown,IPeritoneal,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,360,24,40.57971014,22.63840486,0.569368339,0.33169582
141,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-20,168,73.31560284,8.800740483,4.712798607,1.141967598
142,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,168,74.08284024,26.33215432,2.580377786,0.894869776
143,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,60,168,48.99408284,27.89417982,1.21533972,0.717529281
144,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,180,168,44.73372781,30.02139296,0.846901296,0.687689039
145,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,300,168,26.39053254,29.5849704,0.600845647,0.73189717
146,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-20,168,100,29.30020108,2.589745808,0.776659495
147,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,168,62.09987196,85.46771881,0.594107791,0.672913506
148,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,60,168,75.28809219,184.7905849,0.146327706,0.659177518
149,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,180,168,63.76440461,83.26054662,0.74101885,0.680909215
150,Antioxidant,Rat,Male,Temporary,1,17,2,Mechanical,IVenous,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,300,168,37.64404609,86.25077931,0.347101479,0.715475424
163,Anti-Inflammatory,Mouse,Male,Temporary,2,17,1,Mechanical,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-7200,24,50.71428571,18.29464068,1.477351017,0.684637311
164,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,24,18.10588711,18.70910413,0.365084411,0.392366154
165,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,24,46.88131483,16.61824672,1.059288242,0.419364045
166,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,24,-6.520274822,27.34150018,-0.090814873,0.388818644
167,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,SubCut,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,24,41.10848071,17.78352384,0.878053844,0.413909091
168,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,SubCut,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30,24,23.03304017,20.41698404,0.428516175,0.397502357
169,Anti-Inflammatory,Rat,Male,Permanent,1,5,1,Unknown,SubCut,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,24,10.21131561,18.98832441,0.204269065,0.393436004
170,Anti-Inflammatory,Mouse,Male,Temporary,2,17,2,Unknown,ICerebVentricular,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-7200,168,31.10909091,16.09739982,0.967057696,0.576363972
1643,Thrombolytic,Rat,Unknown,Thrombotic,1,36,1,Spontaneous,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,360,24,35.29411765,13.31674285,1.177278837,0.5377484
1644,Thrombolytic,Rat,Unknown,Thrombotic,1,36,1,Spontaneous,IVenous,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,360,24,2.272727273,6.590909091,0.163009404,0.50110045
1645,Thrombolytic,Rat,Unknown,Thrombotic,1,36,1,Spontaneous,IVenous,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,360,24,-23.07692308,7.861389598,-1.302406588,0.534155684
1646,Thrombolytic,Rat,Unknown,Thrombotic,6,8,2,Unknown,IArterial,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,6,3.748733536,34.15769715,0.064856375,0.605707072
1647,Thrombolytic,Rat,Unknown,Thrombotic,6,8,2,Unknown,IArterial,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,6,-13.06990881,35.13995655,-0.208285355,0.607353125
1648,Thrombolytic,Rat,Unknown,Thrombotic,6,8,2,Unknown,IArterial,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210,6,20.56737589,33.67342817,0.390366021,0.633579094
1649,Thrombolytic,Rat,Unknown,Thrombotic,6,8,2,Unknown,IArterial,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210,6,-22.69503546,31.27270791,-0.551782556,0.628535784
1650,Thrombolytic,Rabbit,Both,Thrombotic,43,3,1,Unknown,IVenous,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,74.41860465,23.02208125,1.420265591,0.578620936
1653,Thrombolytic,Rabbit,Unknown,Permanent,5,3,1,Unknown,Unknown,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,6,60.46511628,34.7303548,0.733814948,0.396949455
1654,Thrombolytic,Rat,Male,Thrombotic,1,3,8,Mechanical,ICarotid,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,90,8,35.05747126,20.13955801,1.15916072,0.912217762
1655,Thrombolytic,Rat,Male,Thrombotic,1,3,8,Mechanical,ICarotid,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,180,8,22.4137931,18.73774757,0.951997824,0.882201762
1656,Thrombolytic,Rat,Male,Thrombotic,1,3,8,Mechanical,ICarotid,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,270,8,-22.98850575,26.28642903,-0.434307844,0.830599866
1657,Thrombolytic,Rat,Male,Thrombotic,1,3,8,Mechanical,ICarotid,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15,3,36.06557377,17.23261971,0.989355108,0.539056033
1659,Thrombolytic,Rat,Male,Thrombotic,1,3,1,Mechanical,IArterial,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15,3,85.71428571,20.67456509,2.368335152,0.928864747
1660,Thrombolytic,Rat,Male,Thrombotic,1,3,1,Mechanical,IArterial,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15,3,48.88888889,15.52377706,1.799032889,0.816724892
1661,Thrombolytic,Rat,Unknown,Thrombotic,6,3,8,Unknown,Unknown,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,3.5,36.06557377,17.42646855,0.943195188,0.519778762
